City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Mujiayingzi,CN,42.1167,118.7833,60.69,50,98,18.81,moderate rain
345,Deputatskiy,RU,69.3,139.9,53.42,51,95,20.71,overcast clouds
346,Gampengrejo,ID,-7.7667,112.0167,89.98,51,26,2.84,scattered clouds
347,Sao Filipe,CV,14.8961,-24.4956,73.35,77,0,12.39,clear sky
348,Lorengau,PG,-2.0226,147.2712,76.77,92,100,14.38,overcast clouds
349,Yemtsa,RU,63.0734,40.3329,34.48,98,100,6.85,light snow
350,Telhara,IN,21.0269,76.8389,95.59,40,54,16.22,broken clouds
351,Panlaitan,PH,12.1191,119.8486,85.6,68,39,2.06,scattered clouds
352,Strezhevoy,RU,60.7333,77.5889,39.18,95,100,20.02,light rain
353,Talagang,PK,32.9297,72.4158,98.96,10,0,8.59,clear sky
354,Kavieng,PG,-2.5744,150.7967,81.0,85,100,12.3,light rain
355,Gorazde,BA,43.6669,18.9764,63.72,84,24,0.13,few clouds
356,Gazalkent,UZ,41.5581,69.7708,86.36,26,79,1.52,broken clouds
357,Whitehorse,CA,60.7161,-135.0538,48.02,65,20,3.0,light rain
358,Hay River,CA,60.8156,-115.7999,51.78,35,75,10.36,broken clouds
359,Churapcha,RU,62.0025,132.4325,57.72,54,100,10.92,light rain
360,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.37,44,67,3.53,broken clouds
361,Bima,ID,-8.4667,118.7167,89.89,58,52,1.63,broken clouds
362,Constitucion,CL,-35.3333,-72.4167,56.05,88,26,5.95,scattered clouds
363,Nome,US,64.5011,-165.4064,60.87,36,1,6.91,clear sky
364,Ocean Springs,US,30.4113,-88.8278,73.42,97,7,5.79,clear sky
365,Pemba,MZ,-12.974,40.5178,68.7,83,20,9.22,few clouds
366,Poum,NC,-20.2333,164.0167,73.36,62,1,13.09,clear sky
367,Port Hedland,AU,-20.3167,118.5667,80.85,53,86,13.27,light rain
368,Pithiviers,FR,48.1667,2.25,51.19,95,79,1.95,broken clouds
369,Bilibino,RU,68.0546,166.4372,52.12,46,11,8.95,few clouds
370,Ishigaki,JP,24.3448,124.1572,89.73,74,40,21.85,scattered clouds
371,Kurumkan,RU,54.3,110.3,56.52,37,58,8.3,broken clouds
372,Ust-Ilimsk,RU,58.0006,102.6619,47.39,49,84,9.71,broken clouds
373,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.59,93,90,5.75,overcast clouds
374,Oyama,JP,36.3,139.8,63.82,93,100,4.88,overcast clouds
375,Zabol,AF,32.25,67.25,80.64,8,0,1.19,clear sky
376,Grand Gaube,MU,-20.0064,57.6608,81.37,66,8,1.01,clear sky
377,Leua,SK,48.2156,18.6071,55.49,80,14,2.28,few clouds
378,Oskemen,KZ,49.9565,82.6119,85.96,35,33,0.4,scattered clouds
379,Middletown,US,39.5151,-84.3983,69.08,93,1,5.75,clear sky
380,Teacapan,MX,22.55,-105.75,77.2,74,26,3.2,scattered clouds
381,Vila,PT,42.0304,-8.1588,51.33,89,78,3.13,broken clouds
382,Honningsvag,NO,70.9821,25.9704,42.33,75,100,12.66,overcast clouds
383,Hofn,IS,64.2539,-15.2082,42.03,81,65,4.07,broken clouds
384,Houma,US,29.5958,-90.7195,77.0,93,90,0.0,overcast clouds
385,Shubarshi,KZ,48.5872,57.1869,82.42,38,11,13.42,few clouds
386,Marrakesh,MA,31.6315,-8.0083,59.07,94,40,6.91,scattered clouds
387,Vanderhoof,CA,54.0166,-124.0198,48.11,98,100,3.4,light rain
388,Paamiut,GL,61.994,-49.6678,36.68,86,84,4.83,broken clouds
389,Verkhnyaya Maksakovka,RU,61.635,50.9674,42.82,61,75,2.24,broken clouds
390,Dingle,PH,10.9995,122.6711,90.19,59,71,7.96,light rain
391,Iisalmi,FI,63.5592,27.1907,37.42,98,100,7.27,overcast clouds
392,Kashi,CN,39.4547,75.9797,81.61,11,0,1.34,clear sky
393,Wanaka,NZ,-44.7,169.15,43.75,78,100,5.82,overcast clouds
394,Bukama,CD,-9.2,25.85,59.23,63,1,3.33,clear sky
395,Luderitz,NA,-26.6481,15.1594,59.86,77,57,7.2,broken clouds
396,Rio Gallegos,AR,-51.6226,-69.2181,24.85,93,0,5.75,clear sky
397,Harnosand,SE,62.6323,17.9379,48.22,83,99,24.63,overcast clouds
398,Mahon,ES,39.8885,4.2658,55.96,82,0,5.75,clear sky
399,Chumikan,RU,54.7183,135.315,42.01,70,100,8.77,overcast clouds
400,Darhan,MN,49.4867,105.9228,61.38,26,20,14.12,few clouds
401,Shelbyville,US,35.4834,-86.4603,69.12,62,1,0.0,clear sky
402,Fortuna,US,40.5982,-124.1573,50.67,64,1,4.61,clear sky
403,Codrington,AU,-38.2667,141.9667,56.82,78,69,18.7,broken clouds
404,Sabha,LY,27.0377,14.4283,78.37,20,0,11.23,clear sky
405,Levelland,US,33.5873,-102.378,67.19,72,84,9.6,broken clouds
406,Ketchikan,US,55.3422,-131.6461,48.67,87,90,0.0,overcast clouds
407,Freeport,US,40.6576,-73.5832,70.52,92,90,1.01,moderate rain
408,Redding,US,40.5865,-122.3917,74.97,26,1,3.0,clear sky
409,Paso De Los Toros,UY,-32.8167,-56.5167,48.54,93,15,8.52,few clouds
410,Lasa,IT,46.6166,10.7002,52.68,91,60,3.15,broken clouds
411,Nur,PL,52.6683,22.3221,56.79,91,100,7.02,overcast clouds
412,El Carmen,CO,8.5106,-73.4478,69.6,92,98,4.05,overcast clouds
413,Diffa,NE,13.3154,12.6113,79.03,16,19,4.94,few clouds
414,Asyut,EG,27.181,31.1837,78.98,25,0,9.26,clear sky
415,Tagusao,PH,9.1924,117.8141,83.48,72,100,2.13,overcast clouds
416,Dandong,CN,40.1292,124.3947,73.58,35,10,6.35,clear sky
417,Krasne,UA,49.9145,24.6134,56.55,85,1,4.41,clear sky
418,Kushima,JP,31.4583,131.2333,77.04,76,95,14.81,overcast clouds
419,Tornio,FI,65.8481,24.1466,44.62,59,5,9.57,clear sky
420,Santa Maria,BR,-29.6842,-53.8069,51.42,70,17,3.78,few clouds
421,San Joaquin,US,37.9333,-121.3011,70.38,45,1,12.66,clear sky
422,Tupik,RU,54.4253,119.9327,43.84,76,100,4.59,overcast clouds
423,Assiniboia,CA,49.6334,-105.9845,40.91,81,100,7.4,overcast clouds
424,Ibra,OM,22.6906,58.5334,96.49,15,3,3.22,clear sky
425,Gangtok,IN,27.3333,88.6167,62.56,96,100,2.51,overcast clouds
426,Quilmana,PE,-12.95,-76.3833,66.97,86,87,1.68,overcast clouds
427,Soanierana Ivongo,MG,-16.9167,49.5833,73.0,78,51,6.4,broken clouds
428,Pitimbu,BR,-7.4706,-34.8086,73.99,84,49,12.75,scattered clouds
429,Lashio,MM,22.9333,97.75,90.61,43,81,2.24,broken clouds
430,Husavik,IS,66.0449,-17.3389,33.71,78,35,9.48,scattered clouds
431,Yemelyanovo,RU,56.1681,92.6767,52.61,66,40,8.97,light rain
432,Nata,PA,8.3333,-80.5167,79.47,91,100,2.59,overcast clouds
433,Ligayan,PH,4.6533,119.4706,84.15,67,44,2.55,scattered clouds
434,Jagalur,IN,14.5333,76.35,81.03,59,100,22.19,overcast clouds
435,Tuatapere,NZ,-46.1333,167.6833,49.82,82,100,6.87,overcast clouds
436,Kutum,SD,14.2,24.6667,78.46,40,93,1.3,overcast clouds
437,Yumen,CN,40.2833,97.2,82.22,7,81,16.91,broken clouds
438,Puerto Cabezas,NI,14.0351,-83.3888,78.24,87,95,11.88,overcast clouds
439,Lakatoro,VU,-16.0999,167.4164,76.48,65,55,7.65,broken clouds
440,Richards Bay,ZA,-28.783,32.0377,61.99,92,25,5.99,scattered clouds
441,Scarborough,GB,54.2797,-0.4044,49.53,90,56,1.99,broken clouds
442,Linares,CL,-35.85,-71.6,51.91,84,77,2.13,broken clouds
443,Sungai Petani,MY,5.647,100.4877,87.69,80,100,3.74,overcast clouds
444,Bogovarovo,RU,58.9785,47.0246,52.41,57,96,7.78,overcast clouds
445,Daru,PG,-9.0763,143.2092,80.38,75,96,14.58,overcast clouds
446,Maryville,US,35.7565,-83.9705,73.6,79,75,0.0,broken clouds
447,Tiarei,PF,-17.5333,-149.3333,78.01,74,35,7.61,scattered clouds
448,Manzhouli,CN,49.6,117.4333,59.23,34,63,6.35,light rain
449,Coihaique,CL,-45.5752,-72.0662,42.75,100,90,3.44,moderate rain
450,Pokrovsk,UA,48.282,37.1758,67.96,55,91,6.13,overcast clouds
451,Kerema,PG,-7.9631,145.7785,80.64,74,97,10.94,overcast clouds
452,Yinchuan,CN,38.4681,106.2731,84.97,11,0,14.81,clear sky
453,Oktyabrskiy,RU,54.4815,53.471,59.68,62,1,8.46,clear sky
454,Tazovskiy,RU,67.4667,78.7,31.5,71,90,10.51,overcast clouds
455,Catamarca,AR,-28.4696,-65.7852,56.77,74,2,5.68,clear sky
456,Tigzirt,DZ,36.8886,4.1198,62.62,89,57,8.01,broken clouds
457,Alta Floresta,BR,-9.8756,-56.0861,69.4,74,7,3.0,clear sky
458,Montrose,US,38.4166,-108.2673,51.21,29,99,3.53,overcast clouds
459,Verkhoyansk,RU,67.5447,133.385,66.0,23,16,3.51,few clouds
460,Puerto Leguizamo,CO,-0.1934,-74.7819,69.91,99,98,0.67,overcast clouds
461,Aklavik,CA,68.2191,-135.0107,31.03,63,100,8.37,overcast clouds
462,Olga,RU,43.7444,135.2892,45.73,97,100,8.03,overcast clouds
463,Salamiyah,SY,35.0113,37.0532,76.19,31,0,6.15,clear sky
464,Las Vegas,US,36.175,-115.1372,83.43,14,20,1.01,few clouds
465,Hearst,CA,49.6835,-83.6665,32.25,83,96,6.13,overcast clouds
466,Uyuni,BO,-20.4597,-66.825,42.35,60,100,5.06,overcast clouds
467,Kosa,RU,59.9445,54.9977,47.19,42,67,5.46,broken clouds
468,Poroshkovo,UA,48.6683,22.7533,59.02,68,0,1.39,clear sky
469,Bonavista,CA,48.6499,-53.1147,46.11,97,100,19.06,light rain
470,Belmonte,BR,-15.8631,-38.8828,70.3,82,0,1.74,clear sky
471,Shellbrook,CA,53.2168,-106.4011,43.83,68,20,9.06,light rain
472,Pryazha,RU,61.6926,33.6216,47.43,86,98,0.69,light rain
473,Jalu,LY,29.0331,21.5482,78.6,25,0,3.06,clear sky
474,Muroto,JP,33.2833,134.15,68.04,89,100,12.44,overcast clouds
475,Bay Roberts,CA,47.5999,-53.2648,50.32,96,100,7.0,overcast clouds
476,Kendal,GB,54.3268,-2.7476,49.95,98,9,0.92,clear sky
477,Omboue,GA,-1.5746,9.2618,76.39,90,100,6.31,overcast clouds
478,Dongsheng,CN,39.8161,109.9776,65.46,22,3,34.47,clear sky
479,Repino,RU,60.1722,29.8691,53.78,84,41,5.21,scattered clouds
480,Opaka,BG,43.45,26.1667,61.68,84,96,6.46,overcast clouds
481,Baruun-Urt,MN,46.6806,113.2792,56.26,39,100,15.75,light rain
482,Virarajendrapet,IN,12.2,75.8,75.52,72,78,6.24,broken clouds
483,Amahai,ID,-3.3333,128.9167,81.37,82,97,14.5,overcast clouds
484,Myanaung,MM,18.2833,95.3167,93.0,49,86,8.97,overcast clouds
485,Smoky Lake,CA,54.1169,-112.4686,55.98,50,100,15.46,overcast clouds
486,Guilin,CN,25.2819,110.2864,82.51,73,97,1.45,moderate rain
487,Jalpan,MX,21.2333,-99.4833,71.76,92,100,4.32,overcast clouds
488,Zlitan,LY,32.4674,14.5687,69.28,65,89,5.57,overcast clouds
489,Evensk,RU,61.95,159.2333,45.79,73,100,17.43,overcast clouds
490,Okhotsk,RU,59.3833,143.3,42.28,79,100,8.1,overcast clouds
491,Bondoukou,CI,8.0333,-2.8,72.16,96,91,5.75,overcast clouds
492,Chichawatni,PK,30.5333,72.7,107.76,10,0,7.02,clear sky
493,Muros,ES,42.7762,-9.0603,58.23,81,96,5.61,overcast clouds
494,Edd,ER,13.9297,41.6925,89.91,53,88,9.4,overcast clouds
495,Soyo,AO,-6.1349,12.3689,75.24,92,62,5.46,broken clouds
496,Champerico,GT,14.3,-91.9167,83.73,70,100,6.29,overcast clouds
497,Tual,ID,-5.6667,132.75,81.48,72,50,23.02,scattered clouds
498,Songea,TZ,-10.6833,35.65,57.43,75,4,0.89,clear sky
499,Niamtougou,TG,9.7681,1.1053,74.08,79,82,3.76,broken clouds
500,Muli,MV,2.9167,73.5667,84.25,74,50,19.33,scattered clouds
501,Holbeach,GB,52.804,0.0144,50.56,90,13,1.01,few clouds
502,Morant Bay,JM,17.8815,-76.4093,82.02,87,23,8.9,few clouds
503,Merritt,CA,50.1123,-120.7942,58.03,69,100,4.81,overcast clouds
504,Luba,GQ,3.4568,8.5547,73.29,83,100,3.0,light rain
505,Sitka,US,57.0531,-135.33,49.89,76,40,8.05,scattered clouds
506,Mancio Lima,BR,-7.6142,-72.8958,71.35,92,71,1.81,broken clouds
507,Oksfjord,NO,70.2396,22.3479,44.67,75,98,7.16,overcast clouds
508,Marsh Harbour,BS,26.5412,-77.0636,75.83,78,80,6.35,broken clouds
509,Noyabrsk,RU,63.1994,75.4507,40.6,50,100,23.51,overcast clouds
510,Aksarka,RU,66.5606,67.7975,39.72,45,34,5.21,scattered clouds
511,Geraldton,AU,-28.7667,114.6,83.12,19,66,8.39,broken clouds
512,Rosarito,MX,32.3333,-117.0333,59.97,82,13,6.35,few clouds
513,Bridgetown,BB,13.1,-59.6167,81.09,65,40,17.49,scattered clouds
514,Jinka,ET,5.65,36.65,65.95,71,62,3.56,broken clouds
515,Laguna,US,38.421,-121.4238,72.32,49,1,3.0,clear sky
516,Marihatag,PH,8.7936,126.2969,86.38,69,99,7.61,overcast clouds
517,Heihe,CN,50.2441,127.4902,63.18,48,68,1.61,moderate rain
518,Shache,CN,38.4167,77.2406,83.89,10,51,4.27,broken clouds
519,Russell,US,32.3502,-85.1999,72.68,87,20,3.76,few clouds
520,Kumluca,TR,36.3703,30.2869,78.62,53,0,3.09,clear sky
521,Zolotkovo,RU,55.5281,41.1053,60.31,72,74,6.46,broken clouds
522,San Quintin,MX,30.4833,-115.95,59.52,89,98,12.15,overcast clouds
523,Kenai,US,60.5544,-151.2583,67.03,57,1,18.41,clear sky
524,Biak,ID,-0.9131,122.8766,83.55,70,15,8.7,few clouds
525,Tamworth,GB,52.634,-1.6959,47.44,91,5,1.01,clear sky
526,Anadyr,RU,64.75,177.4833,46.0,52,0,26.84,clear sky
527,Gornopravdinsk,RU,60.05,69.9,52.21,45,57,14.25,broken clouds
528,San Cristobal,VE,7.7669,-72.225,73.58,95,46,2.75,scattered clouds
529,Verkhnyaya Inta,RU,65.9811,60.3094,39.85,46,82,8.3,broken clouds
530,Vao,NC,-22.6667,167.4833,71.64,73,18,12.64,few clouds
531,Baillif,GP,16.0202,-61.7463,76.5,78,25,11.34,scattered clouds
532,Norman Wells,CA,65.282,-126.8329,46.44,66,75,16.11,broken clouds
533,Sioux Lookout,CA,50.1001,-91.917,32.38,69,20,3.44,few clouds
534,Olinda,BR,-8.0089,-34.8553,76.73,73,75,14.54,broken clouds
535,Nogliki,RU,51.8333,143.1667,43.79,65,72,6.67,broken clouds
536,Tungor,RU,53.3808,142.9564,49.77,49,87,3.44,overcast clouds
537,High Rock,BS,26.6208,-78.2833,73.42,78,10,9.19,clear sky
538,Charters Towers,AU,-20.1,146.2667,80.11,33,5,14.52,clear sky
539,Arifwala,PK,30.294,73.0735,107.2,12,0,6.82,clear sky
540,Northam,GB,51.0333,-4.2167,49.3,97,29,4.63,scattered clouds
541,Koumac,NC,-20.5667,164.2833,73.67,61,1,9.57,clear sky
542,Arlit,NE,18.7369,7.3853,83.44,7,95,6.87,overcast clouds
543,Port-Gentil,GA,-0.7193,8.7815,79.05,84,100,11.59,overcast clouds
544,Otjiwarongo,NA,-20.4637,16.6477,51.22,48,0,8.99,clear sky
545,Yantzaza,EC,-3.8278,-78.7594,64.99,96,56,1.52,broken clouds
546,Marzuq,YE,14.4,46.4667,78.78,43,83,5.57,broken clouds
547,Kenora,CA,49.8167,-94.4337,42.78,59,8,5.01,clear sky
548,Kulachi,PK,31.9286,70.4592,101.73,11,0,2.15,clear sky
549,Sikasso,ML,10.9167,-7.0,81.19,63,100,2.77,overcast clouds
550,Nouadhibou,MR,20.931,-17.0347,62.58,94,0,18.41,clear sky
551,Londiani,KE,-0.165,35.5909,56.53,85,75,3.11,broken clouds
552,Boende,CD,-0.2167,20.8667,71.49,79,51,2.1,broken clouds
553,Nanortalik,GL,60.1432,-45.2371,37.76,86,84,9.19,broken clouds
554,Nouakchott,MR,18.0858,-15.9785,69.73,79,14,18.5,few clouds
555,San Angelo,US,31.4638,-100.437,80.82,68,1,4.0,clear sky
556,Beira,MZ,-19.8436,34.8389,62.69,94,40,5.23,scattered clouds
557,Mikhaylovskoye,RU,51.8239,79.7172,81.66,38,52,14.03,broken clouds
558,Gazanjyk,TM,39.2446,55.5154,75.9,57,96,14.7,overcast clouds
559,Bilma,NE,18.6853,12.9164,82.36,9,8,3.78,clear sky
560,Knysna,ZA,-34.0363,23.0471,52.18,65,100,3.62,overcast clouds
561,Hutchinson,US,38.0608,-97.9298,75.15,64,40,11.5,scattered clouds
562,Marienburg,PL,54.0359,19.0266,51.96,94,48,10.56,light rain
563,Kilimatinde,TZ,-5.85,34.95,63.77,71,38,3.09,scattered clouds
564,Znamenskoye,RU,57.1281,73.8282,53.51,58,94,19.91,overcast clouds
565,Kalmunai,LK,7.4167,81.8167,83.07,66,100,10.78,overcast clouds
566,Solenzo,BF,12.1833,-4.0833,87.21,40,55,6.64,broken clouds
567,Illela,NG,13.7292,5.2975,84.79,19,2,7.18,clear sky
568,Santiago Del Estero,AR,-27.7951,-64.2615,58.86,59,14,5.79,few clouds
569,Poso,ID,-1.3959,120.7524,86.16,68,24,5.35,few clouds
570,Santa Apolonia,GT,14.7914,-90.9708,56.52,96,96,4.63,overcast clouds
571,Mashhad,IR,36.297,59.6062,80.74,44,75,6.91,broken clouds
572,Koslan,RU,63.4564,48.8989,43.43,41,60,4.05,broken clouds
573,Kahului,US,20.8947,-156.47,78.82,79,40,4.61,scattered clouds
574,Aquiraz,BR,-3.9014,-38.3911,78.89,80,26,13.78,scattered clouds
575,Plastun,RU,44.7561,136.2939,47.16,85,100,6.71,overcast clouds
576,Maragogi,BR,-9.0122,-35.2225,76.12,80,59,10.85,broken clouds
577,Korablino,RU,53.9164,40.0133,66.92,69,70,10.6,broken clouds
578,Egvekinot,RU,66.3167,-179.1667,41.14,47,29,17.45,scattered clouds
579,San Fernando,PH,15.0286,120.6898,96.82,35,80,11.88,broken clouds
580,Ostrovnoy,RU,68.0531,39.5131,41.65,54,18,7.05,few clouds
581,Dali,CN,25.7,100.1833,72.68,68,93,3.67,overcast clouds
582,Ereymentau,KZ,51.6199,73.1033,66.29,43,90,11.81,overcast clouds
583,Amapa,BR,1.0,-52.0,70.99,99,93,1.25,overcast clouds
584,Stornoway,GB,58.2093,-6.3865,46.92,81,90,10.36,overcast clouds
585,Ternate,ID,0.8,127.4,85.75,68,16,7.54,few clouds
586,Acapulco,MX,16.8634,-99.8901,81.66,63,57,4.94,broken clouds
587,Great Falls,US,47.5002,-111.3008,45.41,91,1,6.91,clear sky
588,Aviles,ES,43.5547,-5.9248,53.19,92,20,1.01,few clouds
589,Nobeoka,JP,32.5833,131.6667,69.76,71,96,1.68,overcast clouds
590,Ugoofaaru,MV,5.6667,73.0,83.61,75,80,25.23,light rain
591,Humaita,BR,-7.5061,-63.0208,73.92,78,70,2.1,broken clouds
592,Machali,CL,-34.1833,-70.6667,57.18,36,9,2.24,clear sky
593,Santarem,BR,-2.4431,-54.7083,77.13,100,0,0.0,clear sky
594,Anito,PH,12.4497,125.2886,87.06,68,100,7.9,overcast clouds
595,Lujan,AR,-34.5703,-59.105,58.75,82,11,7.65,few clouds
596,Salinas,US,36.6777,-121.6555,57.42,79,1,9.22,clear sky
597,Dordrecht,NL,51.81,4.6736,52.21,88,100,7.0,overcast clouds
598,Paralimni,CY,35.0375,33.9833,73.89,89,0,7.0,clear sky
599,Ulladulla,AU,-35.35,150.4667,65.88,46,1,6.17,clear sky
600,Riyadh,SA,24.6877,46.7219,95.05,12,0,0.0,clear sky
601,Cansancao,BR,-10.6672,-39.4992,66.81,98,84,5.55,broken clouds
602,Vestmannaeyjar,IS,63.4427,-20.2734,43.86,78,27,22.37,scattered clouds
603,San Andres,CO,12.5847,-81.7006,80.62,89,40,13.8,scattered clouds
604,Libertador General San Martin,AR,-23.8064,-64.7876,54.97,75,100,2.55,overcast clouds
605,Novyy Urengoy,RU,66.0833,76.6333,39.56,51,45,13.73,scattered clouds
606,General Bravo,MX,25.8,-99.1667,78.17,78,25,20.6,scattered clouds
607,Itarema,BR,-2.9248,-39.9167,76.82,87,29,11.83,scattered clouds
608,Mwinilunga,ZM,-11.7358,24.4293,47.61,73,0,4.03,clear sky
609,Salalah,OM,17.0151,54.0924,86.09,70,20,8.05,few clouds
610,Fort Nelson,CA,58.8053,-122.7002,45.99,87,75,4.61,broken clouds
611,Oda,JP,35.1833,132.5,65.17,81,96,16.15,overcast clouds
612,Ifo,NG,6.8144,3.1958,80.22,93,71,4.12,broken clouds
613,Manokwari,ID,-0.8667,134.0833,82.89,71,87,6.69,overcast clouds
614,Padang,ID,-0.9492,100.3543,86.05,78,95,5.21,overcast clouds
615,Nemuro,JP,43.3236,145.575,57.63,83,59,8.81,light rain
616,Victor Harbor,AU,-35.5667,138.6167,63.91,71,92,1.99,overcast clouds
617,Tocopilla,CL,-22.092,-70.1979,66.54,65,100,6.22,light rain
618,Puerto Quijarro,BO,-17.7833,-57.7667,73.69,68,51,2.08,broken clouds
619,Dzilam Gonzalez,MX,21.2833,-88.9333,77.63,77,97,6.46,overcast clouds
620,Ipanguacu,BR,-5.4983,-36.855,73.26,77,23,9.51,few clouds
621,Teguise,ES,29.0605,-13.564,61.02,68,40,11.43,scattered clouds
622,Ha Tinh,VN,18.3333,105.9,89.38,63,59,7.61,broken clouds
623,Brawley,US,32.9787,-115.5303,84.49,17,1,10.0,clear sky
624,Batemans Bay,AU,-35.7167,150.1833,67.1,46,3,4.97,clear sky
625,Svetlogorsk,BY,52.6333,29.7333,58.59,81,3,7.36,clear sky
626,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.28,99,100,0.69,overcast clouds
627,Sumenep,ID,-7.0167,113.8667,87.87,65,39,14.41,scattered clouds
628,Iskateley,RU,67.6803,53.1512,36.81,65,100,9.95,overcast clouds
629,Dukat,RU,62.55,155.55,41.31,72,100,15.68,overcast clouds
630,Puerto Madryn,AR,-42.7692,-65.0385,52.2,68,100,10.18,overcast clouds
631,Ayan,RU,56.45,138.1667,37.54,83,57,9.31,broken clouds
632,Monterey,US,36.2505,-121.2516,57.06,53,0,6.98,clear sky
633,Luwuk,ID,-0.9516,122.7875,86.04,71,8,7.96,clear sky
634,Sur,OM,22.5667,59.5289,97.77,34,0,2.53,clear sky
635,Bereznik,RU,62.8551,42.7072,37.71,86,99,6.89,overcast clouds
636,Centralia,US,46.7162,-122.9543,57.42,83,1,0.0,clear sky
637,Yeniseysk,RU,58.4497,92.1703,55.81,35,100,14.38,overcast clouds
638,Udayagiri,IN,20.1333,84.3833,90.3,35,100,12.73,overcast clouds
639,Amuntai,ID,-2.4177,115.2494,96.33,42,14,0.43,few clouds
640,Tondano,ID,1.3038,124.9112,80.69,63,23,3.27,few clouds
641,Wangkui,CN,46.8333,126.5,64.94,36,95,6.02,overcast clouds
642,Hami,CN,42.8,93.45,91.89,7,1,9.26,clear sky
643,Vrangel,RU,42.7297,133.0839,50.68,95,100,5.75,overcast clouds
644,Frederico Westphalen,BR,-27.3592,-53.3944,54.63,63,25,1.52,scattered clouds
645,Ashland,US,40.8167,-82.2665,62.58,93,48,4.92,scattered clouds
646,Narsaq,GL,60.9167,-46.05,35.82,90,100,3.94,overcast clouds
647,Lata,PT,40.1629,-8.3327,57.72,84,85,2.51,overcast clouds
648,Pokhara,NP,28.2333,83.9833,70.86,88,100,2.93,overcast clouds
649,Koungou,YT,-12.7336,45.2042,80.31,69,20,13.44,few clouds
650,Erzin,TR,36.9559,36.2,77.52,49,0,2.91,clear sky
651,Petrove,UA,48.3247,33.2562,68.18,67,39,6.2,scattered clouds
652,Seydi,TM,39.4816,62.9137,95.47,12,68,13.56,broken clouds
653,Bintulu,MY,3.1667,113.0333,93.61,62,20,8.05,few clouds
654,Mangrol,IN,21.1167,70.1167,85.73,71,100,14.81,overcast clouds
655,Cobija,BO,-11.0267,-68.7692,70.81,84,1,0.09,clear sky
656,Usak,TR,38.5,29.4167,64.38,43,100,1.7,overcast clouds
657,Eskisehir,TR,39.7767,30.5206,60.67,58,0,3.44,clear sky
658,Touros,BR,-5.1989,-35.4608,74.3,92,24,11.59,few clouds
659,Narrabri,AU,-30.3167,149.7833,66.52,26,0,12.66,clear sky
660,Sainte-Marie,RE,-20.8968,55.5496,80.73,65,0,3.44,clear sky
661,Tabou,CI,4.423,-7.3528,78.35,88,99,2.62,overcast clouds
662,Lensk,RU,60.7253,114.9278,60.15,49,99,1.86,overcast clouds
663,Shimoda,JP,34.6667,138.95,63.1,97,100,11.9,light rain
664,Caldwell,US,43.6629,-116.6874,62.47,63,1,0.0,clear sky
665,Whitianga,NZ,-36.8333,175.7,55.02,68,14,1.95,few clouds
666,Hamilton,US,39.1834,-84.5333,68.99,96,20,1.99,few clouds
667,Tomatlan,MX,19.9333,-105.25,74.05,81,3,1.86,clear sky
668,Ruteng,ID,-8.6136,120.4721,73.53,70,76,1.23,broken clouds
669,Shelburne,CA,44.0787,-80.2041,48.27,80,39,10.33,scattered clouds
670,Xuddur,SO,4.1213,43.8894,75.31,68,58,17.56,broken clouds
671,Feldbach,AT,46.9531,15.8883,57.76,84,62,2.15,broken clouds
672,Yerbogachen,RU,61.2767,108.0108,57.04,28,12,7.34,few clouds
673,Ust-Kuyga,RU,70.0167,135.6,62.6,41,74,17.98,broken clouds
674,Tilichiki,RU,60.4667,166.1,39.04,89,100,4.92,overcast clouds
675,Magadan,RU,59.5667,150.8,41.16,83,100,3.67,light rain
676,Luocheng,CN,29.3848,104.0286,72.64,73,100,2.59,overcast clouds
677,Khani,GE,41.9563,42.9566,54.97,56,2,3.22,clear sky
678,Kristiinankaupunki,FI,62.2743,21.376,40.8,96,100,15.75,overcast clouds
679,Sept-Iles,CA,50.2001,-66.3821,46.92,98,90,1.01,overcast clouds
680,Urusha,RU,54.05,122.9,49.08,54,100,3.36,overcast clouds
681,Megalopoli,GR,37.4011,22.1422,67.41,43,11,3.33,few clouds
682,Finschhafen,PG,-6.6024,147.8681,79.83,83,100,10.51,overcast clouds
683,Campoverde,PE,-8.4753,-74.8058,72.28,90,31,1.92,scattered clouds
684,Kargasok,RU,59.0556,80.8572,50.79,80,86,14.52,overcast clouds
685,Neiafu,TO,-18.65,-173.9833,74.08,94,75,4.61,broken clouds
686,Varberg,SE,57.1056,12.2508,49.05,92,95,7.4,overcast clouds
687,Cape Coast,GH,5.1053,-1.2466,79.23,88,84,9.22,broken clouds
688,Hibbing,US,47.4272,-92.9377,42.15,65,1,3.44,clear sky
689,Pierre,US,44.3683,-100.351,47.98,87,90,12.66,overcast clouds
690,Wladyslawowo,PL,54.7909,18.4009,54.93,89,22,9.08,few clouds
691,Orlik,RU,52.5178,99.825,48.63,64,40,6.22,scattered clouds
692,Belgrade,RS,44.804,20.4651,62.65,59,0,4.21,clear sky
693,Mildura,AU,-34.2,142.15,63.07,59,90,10.36,overcast clouds
694,Agadez,NE,19.75,10.25,78.87,6,2,3.71,clear sky
695,Martinis,RO,46.2333,25.3833,60.46,92,97,2.44,overcast clouds
